,cell_type,sex,race,count,percentage
1479,plasmablast,female,European,3,0.00030837674592634317
1480,conventional dendritic cell,female,European,72,0.0074010419022322365
1481,progenitor cell,female,European,3,0.00030837674592634317
1482,B cell,female,European,919,0.09446607650210313
1483,lymphocyte,female,European,26,0.0026725984646949743
1484,natural killer cell,female,European,377,0.038752677738077126
1485,"CD4-positive, alpha-beta T cell",female,European,4246,0.43645588773441774
1486,"CD8-positive, alpha-beta T cell",female,European,961,0.09878335094507193
1487,plasmacytoid dendritic cell,female,European,22,0.002261429470126517
1488,classical monocyte,female,European,869,0.08932646406999742
1489,non-classical monocyte,female,European,196,0.02014728073385442
1490,plasmablast,female,European,8,0.0008223379891369151
1491,conventional dendritic cell,female,European,30,0.003083767459263432
1492,progenitor cell,female,European,9,0.0009251302377790296
1493,B cell,female,European,491,0.05047099408327817
1494,lymphocyte,female,European,16,0.0016446759782738302
1495,natural killer cell,female,European,420,0.04317274442968805
1496,"CD4-positive, alpha-beta T cell",female,European,958,0.0984749741991456
1497,"CD8-positive, alpha-beta T cell",female,European,911,0.09364373851296622
1498,plasmacytoid dendritic cell,female,European,22,0.002261429470126517
1499,classical monocyte,female,European,577,0.059311127466500004
1500,non-classical monocyte,female,European,73,0.00750383415087435
1501,plasmablast,female,European,1,0.00010279224864211439
1502,conventional dendritic cell,female,European,39,0.004008897697042462
1503,progenitor cell,female,European,2,0.00020558449728422877
1504,B cell,female,Asian,356,0.03659404051659273
1505,lymphocyte,female,Asian,10,0.001027922486421144
1506,natural killer cell,female,Asian,179,0.01839981250693848
1507,"CD4-positive, alpha-beta T cell",female,Asian,2799,0.2877155039492782
1508,"CD8-positive, alpha-beta T cell",female,Asian,1133,0.1164636177115156
1509,plasmacytoid dendritic cell,female,Asian,32,0.0032893519565476603
1510,classical monocyte,female,Asian,1096,0.11266030451175739
1511,non-classical monocyte,female,Asian,90,0.009251302377790297
1512,plasmablast,female,Asian,12,0.0012335069837053727
1513,conventional dendritic cell,female,Asian,95,0.009765263621000867
1514,progenitor cell,female,Asian,10,0.001027922486421144
1515,B cell,female,Asian,296,0.03042650559806586
1516,lymphocyte,female,Asian,12,0.0012335069837053727
1517,natural killer cell,female,Asian,199,0.020455657479780766
1518,"CD4-positive, alpha-beta T cell",female,Asian,923,0.09487724549667159
1519,"CD8-positive, alpha-beta T cell",female,Asian,569,0.05848878947736309
1520,plasmacytoid dendritic cell,female,Asian,3,0.00030837674592634317
1521,classical monocyte,female,Asian,517,0.05314359254797314
1522,non-classical monocyte,female,Asian,75,0.007709418648158579
1523,plasmablast,female,Asian,2,0.00020558449728422877
1524,conventional dendritic cell,female,Asian,39,0.004008897697042462
1525,progenitor cell,female,Asian,1,0.00010279224864211439
1526,B cell,female,European,908,0.09333536176703987
1527,lymphocyte,female,European,17,0.0017474682269159449
1528,natural killer cell,female,European,298,0.03063209009535009
1529,"CD4-positive, alpha-beta T cell",female,European,3209,0.32986032589254505
1530,"CD8-positive, alpha-beta T cell",female,European,958,0.0984749741991456
1531,plasmacytoid dendritic cell,female,European,70,0.007195457404948008
1532,classical monocyte,female,European,1161,0.11934180067349483
1533,non-classical monocyte,female,European,107,0.01099877060470624
1534,plasmablast,female,European,3,0.00030837674592634317
1535,conventional dendritic cell,female,European,127,0.013054615577548528
1536,progenitor cell,female,European,4,0.00041116899456845754
1537,B cell,female,Asian,128,0.013157407826190641
1538,lymphocyte,female,Asian,18,0.0018502604755580591
1539,natural killer cell,female,Asian,134,0.01377416131804333
1540,"CD4-positive, alpha-beta T cell",female,Asian,1338,0.13753602868314907
1541,"CD8-positive, alpha-beta T cell",female,Asian,408,0.04193923744598267
1542,plasmacytoid dendritic cell,female,Asian,4,0.00041116899456845754
1543,classical monocyte,female,Asian,451,0.04635930413759359
1544,non-classical monocyte,female,Asian,32,0.0032893519565476603
1545,plasmablast,female,Asian,5,0.000513961243210572
1546,conventional dendritic cell,female,Asian,43,0.004420066691610919
1547,B cell,female,European,243,0.0249785164200338
1548,lymphocyte,female,European,6,0.0006167534918526863
1549,natural killer cell,female,European,170,0.017474682269159447
1550,"CD4-positive, alpha-beta T cell",female,European,1382,0.14205888762340207
1551,"CD8-positive, alpha-beta T cell",female,European,707,0.07267411978997489
1552,plasmacytoid dendritic cell,female,European,28,0.0028781829619792033
1553,classical monocyte,female,European,460,0.04728443437537262
1554,non-classical monocyte,female,European,89,0.009148510129148182
1555,plasmablast,female,European,1,0.00010279224864211439
1556,conventional dendritic cell,female,European,98,0.01007364036692721
1557,B cell,female,European,453,0.04656488863487782
1558,lymphocyte,female,European,18,0.0018502604755580591
1559,natural killer cell,female,European,463,0.04759281112129896
1560,"CD4-positive, alpha-beta T cell",female,European,1421,0.14606778532044457
1561,"CD8-positive, alpha-beta T cell",female,European,763,0.07843048571393328
1562,plasmacytoid dendritic cell,female,European,24,0.0024670139674107454
1563,classical monocyte,female,European,1099,0.11296868125768372
1564,non-classical monocyte,female,European,163,0.016755136528664647
1565,plasmablast,female,European,9,0.0009251302377790296
1566,conventional dendritic cell,female,European,44,0.004522858940253034
1567,progenitor cell,female,European,5,0.000513961243210572
1568,B cell,female,Asian,548,0.056330152255878695
1569,lymphocyte,female,Asian,20,0.002055844972842288
1570,natural killer cell,female,Asian,289,0.02970695985757106
1571,"CD4-positive, alpha-beta T cell",female,Asian,2415,0.2482432804707063
1572,"CD8-positive, alpha-beta T cell",female,Asian,686,0.07051548256849047
1573,plasmacytoid dendritic cell,female,Asian,24,0.0024670139674107454
1574,classical monocyte,female,Asian,792,0.0814114609245546
1575,non-classical monocyte,female,Asian,124,0.012746238831622184
1576,plasmablast,female,Asian,8,0.0008223379891369151
1577,conventional dendritic cell,female,Asian,62,0.006373119415811092
1578,progenitor cell,female,Asian,10,0.001027922486421144
1579,B cell,female,European,320,0.032893519565476606
1580,lymphocyte,female,European,14,0.0014390914809896016
1581,natural killer cell,female,European,233,0.02395059393361265
1582,"CD4-positive, alpha-beta T cell",female,European,1303,0.13393829998067505
1583,"CD8-positive, alpha-beta T cell",female,European,667,0.0685624298442903
1584,plasmacytoid dendritic cell,female,European,10,0.001027922486421144
1585,classical monocyte,female,European,818,0.08408405938924958
1586,non-classical monocyte,female,European,108,0.011101562853348354
1587,plasmablast,female,European,3,0.00030837674592634317
1588,conventional dendritic cell,female,European,48,0.004934027934821491
1589,progenitor cell,female,European,3,0.00030837674592634317
1590,B cell,female,Asian,154,0.015830006290885615
1591,lymphocyte,female,Asian,16,0.0016446759782738302
1592,natural killer cell,female,Asian,244,0.025081308668675913
1593,"CD4-positive, alpha-beta T cell",female,Asian,1568,0.16117824587083537
1594,"CD8-positive, alpha-beta T cell",female,Asian,492,0.050573786331920285
1595,plasmacytoid dendritic cell,female,Asian,5,0.000513961243210572
1596,classical monocyte,female,Asian,743,0.076374640741091
1597,non-classical monocyte,female,Asian,49,0.005036820183463605
1598,plasmablast,female,Asian,13,0.0013362992323474872
1599,conventional dendritic cell,female,Asian,52,0.005345196929389949
1600,progenitor cell,female,Asian,2,0.00020558449728422877
1601,B cell,male,European,354,0.0363884560193085
1602,lymphocyte,male,European,9,0.0009251302377790296
1603,natural killer cell,male,European,156,0.016035590788169848
1604,"CD4-positive, alpha-beta T cell",male,European,1515,0.15573025669280333
1605,"CD8-positive, alpha-beta T cell",male,European,1139,0.11708037120336828
1606,plasmacytoid dendritic cell,male,European,10,0.001027922486421144
1607,classical monocyte,male,European,678,0.06969314457935356
1608,non-classical monocyte,male,European,104,0.010690393858779897
1609,plasmablast,male,European,1,0.00010279224864211439
1610,conventional dendritic cell,male,European,46,0.004728443437537262
1611,progenitor cell,male,European,4,0.00041116899456845754
1612,B cell,male,European,498,0.05119053982377297
1613,lymphocyte,male,European,16,0.0016446759782738302
1614,natural killer cell,male,European,262,0.02693156914423397
1615,"CD4-positive, alpha-beta T cell",male,European,1433,0.14730129230414993
1616,"CD8-positive, alpha-beta T cell",male,European,1025,0.10536205485816726
1617,plasmacytoid dendritic cell,male,European,41,0.0042144821943266905
1618,classical monocyte,male,European,542,0.055713398764026006
1619,non-classical monocyte,male,European,65,0.006681496161737435
1620,plasmablast,male,European,2,0.00020558449728422877
1621,conventional dendritic cell,male,European,31,0.003186559707905546
