,cell_type,sex,race,count,percentage
1183,hematopoietic precursor cell,female,European,35,2.8022866659193904e-05
1184,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
1185,erythrocyte,female,European,1,8.006533331198258e-07
1186,platelet,female,European,14,1.1209146663677561e-05
1187,dendritic cell,female,European,2,1.6013066662396515e-06
1188,natural killer cell,female,European,1884,0.0015084308795977517
1189,"CD4-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
1190,"CD8-positive, alpha-beta T cell",female,European,6,4.8039199987189546e-06
1191,plasmacytoid dendritic cell,female,European,13,1.0408493330557734e-05
1192,memory B cell,female,European,317,0.0002538071065989848
1193,naive B cell,female,European,441,0.00035308811990584317
1194,gamma-delta T cell,female,European,123,9.848035997373857e-05
1195,regulatory T cell,female,European,249,0.00019936267994683662
1196,transitional stage B cell,female,European,255,0.00020416659994555557
1197,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2728,0.0021841822927508845
1198,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1093,0.0008751140930999695
1199,"central memory CD4-positive, alpha-beta T cell",female,European,2591,0.0020744927861134684
1200,"effector memory CD4-positive, alpha-beta T cell",female,European,322,0.0002578103732645839
1201,"central memory CD8-positive, alpha-beta T cell",female,European,157,0.00012570257329981265
1202,"effector memory CD8-positive, alpha-beta T cell",female,European,1628,0.0013034636263190764
1203,"CD4-positive, alpha-beta cytotoxic T cell",female,European,192,0.00015372543995900655
1204,"CD16-negative, CD56-bright natural killer cell, human",female,European,56,4.4836586654710246e-05
1205,mucosal invariant T cell,female,European,132,0.000105686239971817
1206,plasmablast,female,European,40,3.2026133324793034e-05
1207,conventional dendritic cell,female,European,37,2.9624173325433554e-05
1208,CD14-positive monocyte,female,European,263,0.00021057182661051417
1209,innate lymphoid cell,female,European,2,1.6013066662396515e-06
1210,"CD14-low, CD16-positive monocyte",female,European,190,0.0001521241332927669
1211,double negative thymocyte,female,European,21,1.6813719995516342e-05
1212,hematopoietic precursor cell,female,European,12,9.607839997437909e-06
1213,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
1214,erythrocyte,female,European,3,2.4019599993594773e-06
1215,platelet,female,European,26,2.081698666111547e-05
1216,dendritic cell,female,European,2,1.6013066662396515e-06
1217,natural killer cell,female,European,2673,0.0021401463594292944
1218,"CD4-positive, alpha-beta T cell",female,European,16,1.2810453329917212e-05
1219,"CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1220,plasmacytoid dendritic cell,female,European,32,2.5620906659834424e-05
1221,memory B cell,female,European,641,0.0005132187865298084
1222,naive B cell,female,European,1700,0.0013611106663037038
1223,gamma-delta T cell,female,European,360,0.00028823519992313726
1224,regulatory T cell,female,European,524,0.00041954234655478873
1225,transitional stage B cell,female,European,477,0.0003819116398981569
1226,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,5614,0.004494867812134702
1227,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1036,0.0008294768531121395
1228,"central memory CD4-positive, alpha-beta T cell",female,European,5888,0.004714246825409534
1229,"effector memory CD4-positive, alpha-beta T cell",female,European,572,0.00045797370654454035
1230,"central memory CD8-positive, alpha-beta T cell",female,European,389,0.00031145414658361224
1231,"effector memory CD8-positive, alpha-beta T cell",female,European,3484,0.002789476212589473
1232,"CD4-positive, alpha-beta cytotoxic T cell",female,European,323,0.0002586110265977037
1233,"CD16-negative, CD56-bright natural killer cell, human",female,European,162,0.00012970583996541177
1234,mucosal invariant T cell,female,European,220,0.00017614373328636167
1235,plasmablast,female,European,68,5.444442665214815e-05
1236,conventional dendritic cell,female,European,103,8.246729331134206e-05
1237,CD14-positive monocyte,female,European,465,0.000372303799900719
1238,innate lymphoid cell,female,European,9,7.205879998078432e-06
1239,"CD14-low, CD16-positive monocyte",female,European,185,0.00014812086662716777
1240,double negative thymocyte,female,European,33,2.642155999295425e-05
1241,hematopoietic precursor cell,female,European,20,1.6013066662396517e-05
1242,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
1243,erythrocyte,female,European,7,5.604573331838781e-06
1244,platelet,female,European,48,3.8431359989751637e-05
1245,dendritic cell,female,European,6,4.8039199987189546e-06
1246,natural killer cell,female,European,3237,0.002591714839308876
1247,"CD4-positive, alpha-beta T cell",female,European,27,2.1617639994235298e-05
1248,"CD8-positive, alpha-beta T cell",female,European,5,4.003266665599129e-06
1249,plasmacytoid dendritic cell,female,European,38,3.042482665855338e-05
1250,memory B cell,female,European,762,0.0006100978398373072
1251,naive B cell,female,European,1476,0.0011817643196848629
1252,gamma-delta T cell,female,European,390,0.00031225479991673206
1253,regulatory T cell,female,European,693,0.0005548527598520392
1254,transitional stage B cell,female,European,546,0.00043715671988342486
1255,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,7430,0.005948854265080306
1256,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1025,0.0008206696664478214
1257,"central memory CD4-positive, alpha-beta T cell",female,European,6658,0.0053307498919118
1258,"effector memory CD4-positive, alpha-beta T cell",female,European,811,0.0006493298531601787
1259,"central memory CD8-positive, alpha-beta T cell",female,European,323,0.0002586110265977037
1260,"effector memory CD8-positive, alpha-beta T cell",female,European,3298,0.0026405546926291856
1261,"CD4-positive, alpha-beta cytotoxic T cell",female,European,327,0.000261813639930183
1262,"CD16-negative, CD56-bright natural killer cell, human",female,European,144,0.00011529407996925492
1263,mucosal invariant T cell,female,European,224,0.00017934634661884098
1264,plasmablast,female,European,63,5.044115998654903e-05
1265,conventional dendritic cell,female,European,80,6.405226664958607e-05
1266,CD14-positive monocyte,female,European,789,0.0006317154798315426
1267,innate lymphoid cell,female,European,10,8.006533331198258e-06
1268,"CD14-low, CD16-positive monocyte",female,European,346,0.0002770260532594597
1269,double negative thymocyte,female,European,36,2.882351999231373e-05
1270,hematopoietic precursor cell,female,European,26,2.081698666111547e-05
1271,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
1272,erythrocyte,female,European,2,1.6013066662396515e-06
1273,platelet,female,European,17,1.3611106663037038e-05
1274,dendritic cell,female,European,2,1.6013066662396515e-06
1275,natural killer cell,female,European,3144,0.0025172540793287324
1276,"CD4-positive, alpha-beta T cell",female,European,13,1.0408493330557734e-05
1277,"CD8-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
1278,plasmacytoid dendritic cell,female,European,22,1.7614373328636168e-05
1279,memory B cell,female,European,527,0.00042194430655414817
1280,naive B cell,female,European,1659,0.0013282838796457909
1281,gamma-delta T cell,female,European,296,0.00023699338660346844
1282,regulatory T cell,female,European,416,0.0003330717865778475
1283,transitional stage B cell,female,European,364,0.00029143781325561657
1284,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,4402,0.003524475972393473
1285,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,565,0.00045236913321270155
1286,"central memory CD4-positive, alpha-beta T cell",female,European,5225,0.0041834136655510895
1287,"effector memory CD4-positive, alpha-beta T cell",female,European,536,0.0004291501865522266
1288,"central memory CD8-positive, alpha-beta T cell",female,European,258,0.00020656855994491505
1289,"effector memory CD8-positive, alpha-beta T cell",female,European,2029,0.0016245256129001264
1290,"CD4-positive, alpha-beta cytotoxic T cell",female,European,168,0.00013450975996413074
1291,"CD16-negative, CD56-bright natural killer cell, human",female,European,164,0.00013130714663165142
1292,mucosal invariant T cell,female,European,129,0.00010328427997245753
1293,plasmablast,female,European,107,8.566990664382136e-05
1294,conventional dendritic cell,female,European,63,5.044115998654903e-05
1295,CD14-positive monocyte,female,European,363,0.00029063715992249674
1296,innate lymphoid cell,female,European,7,5.604573331838781e-06
1297,"CD14-low, CD16-positive monocyte",female,European,193,0.00015452609329212637
1298,double negative thymocyte,female,European,34,2.7222213326074075e-05
1299,hematopoietic precursor cell,female,European,21,1.6813719995516342e-05
1300,peripheral blood mononuclear cell,female,European,2,1.6013066662396515e-06
1301,erythrocyte,female,European,3,2.4019599993594773e-06
1302,platelet,female,European,30,2.4019599993594774e-05
1303,natural killer cell,female,European,3162,0.0025316658393248893
1304,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
1305,"CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1306,plasmacytoid dendritic cell,female,European,23,1.8415026661755993e-05
1307,memory B cell,female,European,489,0.0003915194798955948
1308,naive B cell,female,European,1130,0.0009047382664254031
1309,gamma-delta T cell,female,European,136,0.0001088888533042963
1310,regulatory T cell,female,European,494,0.0003955227465611939
1311,transitional stage B cell,female,European,316,0.00025300645326586496
1312,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,4982,0.003988854905602972
1313,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,579,0.00046357827987637915
1314,"central memory CD4-positive, alpha-beta T cell",female,European,5250,0.004203429998879085
1315,"effector memory CD4-positive, alpha-beta T cell",female,European,544,0.0004355554132171852
1316,"central memory CD8-positive, alpha-beta T cell",female,European,291,0.0002329901199378693
1317,"effector memory CD8-positive, alpha-beta T cell",female,European,1805,0.0014451792662812854
1318,"CD4-positive, alpha-beta cytotoxic T cell",female,European,115,9.207513330877996e-05
1319,"CD16-negative, CD56-bright natural killer cell, human",female,European,128,0.0001024836266393377
1320,mucosal invariant T cell,female,European,127,0.00010168297330621787
1321,plasmablast,female,European,37,2.9624173325433554e-05
1322,conventional dendritic cell,female,European,64,5.124181331966885e-05
1323,CD14-positive monocyte,female,European,334,0.0002674182132620218
1324,innate lymphoid cell,female,European,5,4.003266665599129e-06
1325,"CD14-low, CD16-positive monocyte",female,European,189,0.00015132347995964706
1326,double negative thymocyte,female,European,18,1.4411759996156865e-05
1327,hematopoietic precursor cell,female,European,14,1.1209146663677561e-05
1328,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
1329,erythrocyte,female,European,1,8.006533331198258e-07
1330,platelet,female,European,15,1.2009799996797387e-05
1331,natural killer cell,female,European,1733,0.001387532226296658
1332,"CD4-positive, alpha-beta T cell",female,European,8,6.405226664958606e-06
1333,plasmacytoid dendritic cell,female,European,6,4.8039199987189546e-06
1334,memory B cell,female,European,268,0.0002145750932761133
1335,naive B cell,female,European,796,0.0006373200531633813
1336,gamma-delta T cell,female,European,284,0.00022738554660603052
1337,regulatory T cell,female,European,321,0.0002570097199314641
1338,transitional stage B cell,female,European,317,0.0002538071065989848
1339,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2785,0.0022298195327387148
1340,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,444,0.00035549007990520265
1341,"central memory CD4-positive, alpha-beta T cell",female,European,3542,0.002835914105910423
1342,"effector memory CD4-positive, alpha-beta T cell",female,European,430,0.0003442809332415251
1343,"central memory CD8-positive, alpha-beta T cell",female,European,141,0.00011289211996989543
1344,"effector memory CD8-positive, alpha-beta T cell",female,European,2640,0.00211372479943634
1345,"CD4-positive, alpha-beta cytotoxic T cell",female,European,162,0.00012970583996541177
