,cell_type,sex,race,count,percentage
763,"effector memory CD8-positive, alpha-beta T cell",female,European,705,0.0005644605998494772
764,"CD4-positive, alpha-beta cytotoxic T cell",female,European,59,4.723854665406972e-05
765,"CD16-negative, CD56-bright natural killer cell, human",female,European,71,5.684638665150763e-05
766,mucosal invariant T cell,female,European,145,0.00011609473330237473
767,plasmablast,female,European,18,1.4411759996156865e-05
768,conventional dendritic cell,female,European,16,1.2810453329917212e-05
769,CD14-positive monocyte,female,European,253,0.0002025652932793159
770,innate lymphoid cell,female,European,2,1.6013066662396515e-06
771,"CD14-low, CD16-positive monocyte",female,European,72,5.764703998462746e-05
772,double negative thymocyte,female,European,6,4.8039199987189546e-06
773,hematopoietic precursor cell,female,European,14,1.1209146663677561e-05
774,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
775,erythrocyte,female,European,4,3.202613332479303e-06
776,platelet,female,European,2,1.6013066662396515e-06
777,dendritic cell,female,European,2,1.6013066662396515e-06
778,natural killer cell,female,European,1038,0.0008310781597783792
779,"CD4-positive, alpha-beta T cell",female,European,5,4.003266665599129e-06
780,plasmacytoid dendritic cell,female,European,38,3.042482665855338e-05
781,memory B cell,female,European,349,0.0002794280132588192
782,naive B cell,female,European,593,0.0004747874265400567
783,gamma-delta T cell,female,European,206,0.00016493458662268412
784,regulatory T cell,female,European,151,0.00012089865330109369
785,transitional stage B cell,female,European,244,0.00019535941328123748
786,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2207,0.0017670419061954555
787,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,656,0.0005252285865266057
788,"central memory CD4-positive, alpha-beta T cell",female,European,2420,0.0019375810661499784
789,"effector memory CD4-positive, alpha-beta T cell",female,European,421,0.00033707505324344665
790,"central memory CD8-positive, alpha-beta T cell",female,European,189,0.00015132347995964706
791,"effector memory CD8-positive, alpha-beta T cell",female,European,1593,0.0012754407596598824
792,"CD4-positive, alpha-beta cytotoxic T cell",female,European,292,0.00023379077327098912
793,"CD16-negative, CD56-bright natural killer cell, human",female,European,70,5.604573331838781e-05
794,mucosal invariant T cell,female,European,76,6.084965331710676e-05
795,plasmablast,female,European,30,2.4019599993594774e-05
796,conventional dendritic cell,female,European,46,3.6830053323511986e-05
797,CD14-positive monocyte,female,European,177,0.00014171563996220917
798,innate lymphoid cell,female,European,6,4.8039199987189546e-06
799,"CD14-low, CD16-positive monocyte",female,European,54,4.3235279988470595e-05
800,double negative thymocyte,female,European,8,6.405226664958606e-06
801,hematopoietic precursor cell,female,European,17,1.3611106663037038e-05
802,erythrocyte,female,European,2,1.6013066662396515e-06
803,platelet,female,European,6,4.8039199987189546e-06
804,natural killer cell,female,European,333,0.000266617559928902
805,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
806,plasmacytoid dendritic cell,female,European,3,2.4019599993594773e-06
807,memory B cell,female,European,140,0.00011209146663677561
808,naive B cell,female,European,207,0.00016573523995580392
809,gamma-delta T cell,female,European,59,4.723854665406972e-05
810,regulatory T cell,female,European,76,6.084965331710676e-05
811,transitional stage B cell,female,European,76,6.084965331710676e-05
812,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,727,0.0005820749731781133
813,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,99,7.926467997886275e-05
814,"central memory CD4-positive, alpha-beta T cell",female,European,857,0.0006861599064836907
815,"effector memory CD4-positive, alpha-beta T cell",female,European,155,0.000124101266633573
816,"central memory CD8-positive, alpha-beta T cell",female,European,89,7.12581466476645e-05
817,"effector memory CD8-positive, alpha-beta T cell",female,European,567,0.0004539704398789412
818,"CD4-positive, alpha-beta cytotoxic T cell",female,European,72,5.764703998462746e-05
819,"CD16-negative, CD56-bright natural killer cell, human",female,European,25,2.0016333327995644e-05
820,mucosal invariant T cell,female,European,23,1.8415026661755993e-05
821,plasmablast,female,European,10,8.006533331198258e-06
822,conventional dendritic cell,female,European,10,8.006533331198258e-06
823,CD14-positive monocyte,female,European,85,6.80555333151852e-05
824,innate lymphoid cell,female,European,1,8.006533331198258e-07
825,"CD14-low, CD16-positive monocyte",female,European,44,3.5228746657272335e-05
826,double negative thymocyte,female,European,8,6.405226664958606e-06
827,hematopoietic precursor cell,female,European,6,4.8039199987189546e-06
828,platelet,female,European,10,8.006533331198258e-06
829,natural killer cell,female,European,443,0.0003546894265720828
830,"CD4-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
831,memory B cell,female,European,49,3.9232013322871465e-05
832,naive B cell,female,European,137,0.00010968950663741613
833,gamma-delta T cell,female,European,22,1.7614373328636168e-05
834,regulatory T cell,female,European,51,4.0833319989111116e-05
835,transitional stage B cell,female,European,53,4.2434626655350767e-05
836,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,630,0.0005044115998654903
837,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,204,0.00016333327995644446
838,"central memory CD4-positive, alpha-beta T cell",female,European,818,0.0006549344264920175
839,"effector memory CD4-positive, alpha-beta T cell",female,European,51,4.0833319989111116e-05
840,"central memory CD8-positive, alpha-beta T cell",female,European,50,4.003266665599129e-05
841,"effector memory CD8-positive, alpha-beta T cell",female,European,244,0.00019535941328123748
842,"CD4-positive, alpha-beta cytotoxic T cell",female,European,9,7.205879998078432e-06
843,"CD16-negative, CD56-bright natural killer cell, human",female,European,15,1.2009799996797387e-05
844,mucosal invariant T cell,female,European,28,2.2418293327355123e-05
845,plasmablast,female,European,5,4.003266665599129e-06
846,conventional dendritic cell,female,European,8,6.405226664958606e-06
847,CD14-positive monocyte,female,European,28,2.2418293327355123e-05
848,innate lymphoid cell,female,European,1,8.006533331198258e-07
849,"CD14-low, CD16-positive monocyte",female,European,20,1.6013066662396517e-05
850,double negative thymocyte,female,European,2,1.6013066662396515e-06
851,hematopoietic precursor cell,female,European,3,2.4019599993594773e-06
852,platelet,female,European,23,1.8415026661755993e-05
853,dendritic cell,female,European,2,1.6013066662396515e-06
854,natural killer cell,female,European,1122,0.0008983330397604445
855,"CD4-positive, alpha-beta T cell",female,European,9,7.205879998078432e-06
856,"CD8-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
857,plasmacytoid dendritic cell,female,European,7,5.604573331838781e-06
858,memory B cell,female,European,366,0.00029303911992185623
859,naive B cell,female,European,383,0.00030665022658489326
860,gamma-delta T cell,female,European,125,0.00010008166663997822
861,regulatory T cell,female,European,208,0.00016653589328892375
862,transitional stage B cell,female,European,215,0.00017214046662076255
863,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2003,0.001603708626239011
864,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,501,0.00040112731989303273
865,"central memory CD4-positive, alpha-beta T cell",female,European,2527,0.0020232509727938
866,"effector memory CD4-positive, alpha-beta T cell",female,European,307,0.0002458005732677865
867,"central memory CD8-positive, alpha-beta T cell",female,European,132,0.000105686239971817
868,"effector memory CD8-positive, alpha-beta T cell",female,European,1237,0.0009904081730692244
869,"CD4-positive, alpha-beta cytotoxic T cell",female,European,156,0.00012490191996669282
870,"CD16-negative, CD56-bright natural killer cell, human",female,European,70,5.604573331838781e-05
871,mucosal invariant T cell,female,European,70,5.604573331838781e-05
872,plasmablast,female,European,30,2.4019599993594774e-05
873,conventional dendritic cell,female,European,32,2.5620906659834424e-05
874,CD14-positive monocyte,female,European,238,0.00019055549328251853
875,innate lymphoid cell,female,European,3,2.4019599993594773e-06
876,"CD14-low, CD16-positive monocyte",female,European,84,6.725487998206537e-05
877,double negative thymocyte,female,European,27,2.1617639994235298e-05
878,hematopoietic precursor cell,female,European,28,2.2418293327355123e-05
879,peripheral blood mononuclear cell,female,European,2,1.6013066662396515e-06
880,erythrocyte,female,European,4,3.202613332479303e-06
881,platelet,female,European,16,1.2810453329917212e-05
882,dendritic cell,female,European,1,8.006533331198258e-07
883,natural killer cell,female,European,1370,0.0010968950663741612
884,"CD4-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
885,"CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
886,plasmacytoid dendritic cell,female,European,9,7.205879998078432e-06
887,memory B cell,female,European,325,0.00026021233326394336
888,naive B cell,female,European,697,0.0005580553731845186
889,gamma-delta T cell,female,European,162,0.00012970583996541177
890,regulatory T cell,female,European,342,0.0002738234399269804
891,transitional stage B cell,female,European,306,0.00024499991993466667
892,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,3182,0.0025476789059872855
893,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1133,0.0009071402264247626
894,"central memory CD4-positive, alpha-beta T cell",female,European,3780,0.0030264695991929413
895,"effector memory CD4-positive, alpha-beta T cell",female,European,414,0.00033147047991160785
896,"central memory CD8-positive, alpha-beta T cell",female,European,245,0.0001961600666143573
897,"effector memory CD8-positive, alpha-beta T cell",female,European,1523,0.0012193950263414946
898,"CD4-positive, alpha-beta cytotoxic T cell",female,European,82,6.565357331582571e-05
899,"CD16-negative, CD56-bright natural killer cell, human",female,European,81,6.485291998270588e-05
900,mucosal invariant T cell,female,European,148,0.00011849669330173422
901,plasmablast,female,European,44,3.5228746657272335e-05
902,conventional dendritic cell,female,European,27,2.1617639994235298e-05
903,CD14-positive monocyte,female,European,125,0.00010008166663997822
904,innate lymphoid cell,female,European,12,9.607839997437909e-06
905,"CD14-low, CD16-positive monocyte",female,European,85,6.80555333151852e-05
906,double negative thymocyte,female,European,34,2.7222213326074075e-05
907,hematopoietic precursor cell,female,European,12,9.607839997437909e-06
908,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
909,erythrocyte,female,European,1,8.006533331198258e-07
910,platelet,female,European,7,5.604573331838781e-06
911,dendritic cell,female,European,2,1.6013066662396515e-06
912,natural killer cell,female,European,925,0.0007406043331358389
913,"CD4-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
914,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
915,plasmacytoid dendritic cell,female,European,8,6.405226664958606e-06
916,memory B cell,female,European,187,0.00014972217329340743
917,naive B cell,female,European,578,0.0004627776265432593
918,gamma-delta T cell,female,European,74,5.924834665086711e-05
919,regulatory T cell,female,European,217,0.00017374177328700218
920,transitional stage B cell,female,European,127,0.00010168297330621787
921,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2651,0.002122531986100658
922,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,373,0.00029864369325369503
923,"central memory CD4-positive, alpha-beta T cell",female,European,1653,0.0013234799596470721
924,"effector memory CD4-positive, alpha-beta T cell",female,European,249,0.00019936267994683662
925,"central memory CD8-positive, alpha-beta T cell",female,European,82,6.565357331582571e-05
926,"effector memory CD8-positive, alpha-beta T cell",female,European,871,0.0006973690531473682
927,"CD4-positive, alpha-beta cytotoxic T cell",female,European,77,6.165030665022658e-05
928,"CD16-negative, CD56-bright natural killer cell, human",female,European,56,4.4836586654710246e-05
929,mucosal invariant T cell,female,European,58,4.64378933209499e-05
930,plasmablast,female,European,13,1.0408493330557734e-05
931,conventional dendritic cell,female,European,36,2.882351999231373e-05
932,CD14-positive monocyte,female,European,233,0.00018655222661691942
933,innate lymphoid cell,female,European,4,3.202613332479303e-06
934,"CD14-low, CD16-positive monocyte",female,European,242,0.00019375810661499785
935,double negative thymocyte,female,European,12,9.607839997437909e-06
936,hematopoietic precursor cell,female,European,14,1.1209146663677561e-05
937,peripheral blood mononuclear cell,female,European,1,8.006533331198258e-07
938,dendritic cell,female,European,1,8.006533331198258e-07
939,natural killer cell,female,European,812,0.0006501305064932985
940,"CD4-positive, alpha-beta T cell",female,European,2,1.6013066662396515e-06
941,plasmacytoid dendritic cell,female,European,12,9.607839997437909e-06
942,memory B cell,female,European,74,5.924834665086711e-05
943,naive B cell,female,European,120,9.60783999743791e-05
944,gamma-delta T cell,female,European,49,3.9232013322871465e-05
945,regulatory T cell,female,European,57,4.563723998783007e-05
946,transitional stage B cell,female,European,34,2.7222213326074075e-05
947,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1245,0.000996813399734183
948,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,146,0.00011689538663549456
949,"central memory CD4-positive, alpha-beta T cell",female,European,1228,0.000983202293071146
950,"effector memory CD4-positive, alpha-beta T cell",female,European,133,0.00010648689330493683
951,"central memory CD8-positive, alpha-beta T cell",female,European,45,3.602939999039216e-05
952,"effector memory CD8-positive, alpha-beta T cell",female,European,434,0.00034748354657400437
953,"CD4-positive, alpha-beta cytotoxic T cell",female,European,31,2.48202533267146e-05
954,"CD16-negative, CD56-bright natural killer cell, human",female,European,32,2.5620906659834424e-05
955,mucosal invariant T cell,female,European,50,4.003266665599129e-05
956,plasmablast,female,European,27,2.1617639994235298e-05
957,conventional dendritic cell,female,European,27,2.1617639994235298e-05
958,CD14-positive monocyte,female,European,17,1.3611106663037038e-05
959,"CD14-low, CD16-positive monocyte",female,European,27,2.1617639994235298e-05
960,double negative thymocyte,female,European,8,6.405226664958606e-06
961,hematopoietic precursor cell,female,European,12,9.607839997437909e-06
962,erythrocyte,female,European,10,8.006533331198258e-06
963,platelet,female,European,16,1.2810453329917212e-05
964,natural killer cell,female,European,888,0.0007109801598104053
965,"CD4-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
966,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
967,plasmacytoid dendritic cell,female,European,14,1.1209146663677561e-05
968,memory B cell,female,European,222,0.00017774503995260133
969,naive B cell,female,European,303,0.0002425979599353072
970,gamma-delta T cell,female,European,60,4.803919998718955e-05
971,regulatory T cell,female,European,258,0.00020656855994491505
972,transitional stage B cell,female,European,166,0.00013290845329789108
973,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,1655,0.0013250812663133118
974,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,317,0.0002538071065989848
975,"central memory CD4-positive, alpha-beta T cell",female,European,2074,0.0016605550128905187
976,"effector memory CD4-positive, alpha-beta T cell",female,European,189,0.00015132347995964706
977,"central memory CD8-positive, alpha-beta T cell",female,European,167,0.0001337091066310109
978,"effector memory CD8-positive, alpha-beta T cell",female,European,421,0.00033707505324344665
979,"CD4-positive, alpha-beta cytotoxic T cell",female,European,67,5.364377331902833e-05
980,"CD16-negative, CD56-bright natural killer cell, human",female,European,49,3.9232013322871465e-05
981,mucosal invariant T cell,female,European,38,3.042482665855338e-05
982,plasmablast,female,European,16,1.2810453329917212e-05
983,conventional dendritic cell,female,European,21,1.6813719995516342e-05
984,CD14-positive monocyte,female,European,269,0.00021537574660923314
985,innate lymphoid cell,female,European,5,4.003266665599129e-06
986,"CD14-low, CD16-positive monocyte",female,European,51,4.0833319989111116e-05
987,double negative thymocyte,female,European,11,8.807186664318084e-06
988,hematopoietic precursor cell,female,European,13,1.0408493330557734e-05
989,erythrocyte,female,European,2,1.6013066662396515e-06
990,platelet,female,European,17,1.3611106663037038e-05
991,dendritic cell,female,European,2,1.6013066662396515e-06
992,natural killer cell,female,European,1476,0.0011817643196848629
993,"CD4-positive, alpha-beta T cell",female,European,6,4.8039199987189546e-06
994,"CD8-positive, alpha-beta T cell",female,European,1,8.006533331198258e-07
995,plasmacytoid dendritic cell,female,European,22,1.7614373328636168e-05
996,memory B cell,female,European,316,0.00025300645326586496
997,naive B cell,female,European,521,0.00041714038655542925
998,gamma-delta T cell,female,European,181,0.00014491825329468846
999,regulatory T cell,female,European,243,0.00019455875994811768
1000,transitional stage B cell,female,European,251,0.00020096398661307628
1001,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,2450,0.001961600666143573
1002,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,746,0.0005972873865073901
1003,"central memory CD4-positive, alpha-beta T cell",female,European,2844,0.0022770580793927847
1004,"effector memory CD4-positive, alpha-beta T cell",female,European,321,0.0002570097199314641
1005,"central memory CD8-positive, alpha-beta T cell",female,European,133,0.00010648689330493683
1006,"effector memory CD8-positive, alpha-beta T cell",female,European,1337,0.001070473506381207
1007,"CD4-positive, alpha-beta cytotoxic T cell",female,European,94,7.526141331326363e-05
1008,"CD16-negative, CD56-bright natural killer cell, human",female,European,67,5.364377331902833e-05
1009,mucosal invariant T cell,female,European,117,9.367643997501962e-05
1010,plasmablast,female,European,15,1.2009799996797387e-05
1011,conventional dendritic cell,female,European,56,4.4836586654710246e-05
1012,CD14-positive monocyte,female,European,537,0.00042995083988534645
1013,innate lymphoid cell,female,European,3,2.4019599993594773e-06
1014,"CD14-low, CD16-positive monocyte",female,European,225,0.0001801469999519608
1015,double negative thymocyte,female,European,20,1.6013066662396517e-05
1016,hematopoietic precursor cell,female,European,12,9.607839997437909e-06
1017,peripheral blood mononuclear cell,female,European,4,3.202613332479303e-06
1018,platelet,female,European,38,3.042482665855338e-05
1019,dendritic cell,female,European,2,1.6013066662396515e-06
1020,natural killer cell,female,European,1090,0.0008727121331006101
1021,"CD4-positive, alpha-beta T cell",female,European,7,5.604573331838781e-06
1022,plasmacytoid dendritic cell,female,European,14,1.1209146663677561e-05
1023,memory B cell,female,European,303,0.0002425979599353072
1024,naive B cell,female,European,614,0.000491601146535573
1025,gamma-delta T cell,female,European,172,0.00013771237329661003
1026,regulatory T cell,female,European,248,0.0001985620266137168
1027,transitional stage B cell,female,European,188,0.00015052282662652726
1028,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,3375,0.002702204999279412
1029,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,498,0.00039872535989367324
1030,"central memory CD4-positive, alpha-beta T cell",female,European,2935,0.0023499175327066886
1031,"effector memory CD4-positive, alpha-beta T cell",female,European,268,0.0002145750932761133
1032,"central memory CD8-positive, alpha-beta T cell",female,European,107,8.566990664382136e-05
1033,"effector memory CD8-positive, alpha-beta T cell",female,European,988,0.0007910454931223879
1034,"CD4-positive, alpha-beta cytotoxic T cell",female,European,68,5.444442665214815e-05
1035,"CD16-negative, CD56-bright natural killer cell, human",female,European,70,5.604573331838781e-05
1036,mucosal invariant T cell,female,European,135,0.00010808819997117648
1037,plasmablast,female,European,26,2.081698666111547e-05
1038,conventional dendritic cell,female,European,20,1.6013066662396517e-05
1039,CD14-positive monocyte,female,European,143,0.00011449342663613509
1040,innate lymphoid cell,female,European,6,4.8039199987189546e-06
1041,"CD14-low, CD16-positive monocyte",female,European,106,8.486925331070153e-05
1042,double negative thymocyte,female,European,16,1.2810453329917212e-05
1043,hematopoietic precursor cell,female,European,15,1.2009799996797387e-05
1044,erythrocyte,female,European,3,2.4019599993594773e-06
1045,platelet,female,European,31,2.48202533267146e-05
1046,dendritic cell,female,European,5,4.003266665599129e-06
1047,natural killer cell,female,European,1539,0.0012322054796714119
1048,"CD4-positive, alpha-beta T cell",female,European,9,7.205879998078432e-06
1049,"CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1050,plasmacytoid dendritic cell,female,European,35,2.8022866659193904e-05
1051,memory B cell,female,European,391,0.0003130554532498519
1052,naive B cell,female,European,764,0.0006116991465035469
1053,gamma-delta T cell,female,European,306,0.00024499991993466667
1054,regulatory T cell,female,European,306,0.00024499991993466667
1055,transitional stage B cell,female,European,335,0.00026821886659514165
1056,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,3190,0.002554084132652244
1057,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,971,0.0007774343864593509
1058,"central memory CD4-positive, alpha-beta T cell",female,European,3970,0.0031785937324857083
1059,"effector memory CD4-positive, alpha-beta T cell",female,European,566,0.0004531697865458214
1060,"central memory CD8-positive, alpha-beta T cell",female,European,208,0.00016653589328892375
1061,"effector memory CD8-positive, alpha-beta T cell",female,European,2831,0.002266649586062227
1062,"CD4-positive, alpha-beta cytotoxic T cell",female,European,297,0.00023779403993658826
1063,"CD16-negative, CD56-bright natural killer cell, human",female,European,73,5.844769331774728e-05
1064,mucosal invariant T cell,female,European,113,9.047382664254031e-05
1065,plasmablast,female,European,68,5.444442665214815e-05
1066,conventional dendritic cell,female,European,68,5.444442665214815e-05
1067,CD14-positive monocyte,female,European,428,0.00034267962657528545
1068,innate lymphoid cell,female,European,8,6.405226664958606e-06
1069,"CD14-low, CD16-positive monocyte",female,European,236,0.00018895418661627887
1070,double negative thymocyte,female,European,36,2.882351999231373e-05
1071,hematopoietic precursor cell,female,European,26,2.081698666111547e-05
1072,peripheral blood mononuclear cell,female,European,2,1.6013066662396515e-06
1073,erythrocyte,female,European,4,3.202613332479303e-06
1074,platelet,female,European,26,2.081698666111547e-05
1075,dendritic cell,female,European,1,8.006533331198258e-07
1076,natural killer cell,female,European,1922,0.0015388557062563052
1077,"CD4-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1078,"CD8-positive, alpha-beta T cell",female,European,8,6.405226664958606e-06
1079,plasmacytoid dendritic cell,female,European,32,2.5620906659834424e-05
1080,memory B cell,female,European,452,0.00036189530657016123
1081,naive B cell,female,European,1133,0.0009071402264247626
1082,gamma-delta T cell,female,European,195,0.00015612739995836603
1083,regulatory T cell,female,European,380,0.0003042482665855338
1084,transitional stage B cell,female,European,319,0.00025540841326522444
1085,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,4472,0.003580521705711861
1086,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1024,0.0008198690131147016
1087,"central memory CD4-positive, alpha-beta T cell",female,European,4378,0.003505260292398597
1088,"effector memory CD4-positive, alpha-beta T cell",female,European,549,0.00043955867988278434
1089,"central memory CD8-positive, alpha-beta T cell",female,European,205,0.0001641339332895643
1090,"effector memory CD8-positive, alpha-beta T cell",female,European,2190,0.0017534307995324184
1091,"CD4-positive, alpha-beta cytotoxic T cell",female,European,274,0.00021937901327483226
1092,"CD16-negative, CD56-bright natural killer cell, human",female,European,100,8.006533331198257e-05
1093,mucosal invariant T cell,female,European,233,0.00018655222661691942
1094,plasmablast,female,European,47,3.7630706656631815e-05
1095,conventional dendritic cell,female,European,81,6.485291998270588e-05
1096,CD14-positive monocyte,female,European,496,0.0003971240532274336
1097,innate lymphoid cell,female,European,6,4.8039199987189546e-06
1098,"CD14-low, CD16-positive monocyte",female,European,197,0.0001577287066246057
1099,double negative thymocyte,female,European,29,2.321894666047495e-05
1100,hematopoietic precursor cell,female,European,25,2.0016333327995644e-05
1101,peripheral blood mononuclear cell,female,European,5,4.003266665599129e-06
1102,platelet,female,European,20,1.6013066662396517e-05
1103,natural killer cell,female,European,1427,0.0011425323063619915
1104,"CD4-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
1105,"CD8-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
1106,plasmacytoid dendritic cell,female,European,21,1.6813719995516342e-05
1107,memory B cell,female,European,389,0.00031145414658361224
1108,naive B cell,female,European,798,0.0006389213598296209
1109,gamma-delta T cell,female,European,122,9.767970664061874e-05
1110,regulatory T cell,female,European,242,0.00019375810661499785
1111,transitional stage B cell,female,European,272,0.0002177777066085926
1112,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,3173,0.002540473025989207
1113,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,492,0.00039392143989495427
1114,"central memory CD4-positive, alpha-beta T cell",female,European,2746,0.0021985940527470414
1115,"effector memory CD4-positive, alpha-beta T cell",female,European,312,0.00024980383993338564
1116,"central memory CD8-positive, alpha-beta T cell",female,European,152,0.00012169930663421352
1117,"effector memory CD8-positive, alpha-beta T cell",female,European,1454,0.0011641499463562266
1118,"CD4-positive, alpha-beta cytotoxic T cell",female,European,194,0.0001553267466252462
1119,"CD16-negative, CD56-bright natural killer cell, human",female,European,92,7.366010664702397e-05
1120,mucosal invariant T cell,female,European,54,4.3235279988470595e-05
1121,plasmablast,female,European,35,2.8022866659193904e-05
1122,conventional dendritic cell,female,European,34,2.7222213326074075e-05
1123,CD14-positive monocyte,female,European,318,0.0002546077599321046
1124,innate lymphoid cell,female,European,5,4.003266665599129e-06
1125,"CD14-low, CD16-positive monocyte",female,European,120,9.60783999743791e-05
1126,double negative thymocyte,female,European,15,1.2009799996797387e-05
1127,hematopoietic precursor cell,female,European,16,1.2810453329917212e-05
1128,erythrocyte,female,European,1,8.006533331198258e-07
1129,platelet,female,European,34,2.7222213326074075e-05
1130,dendritic cell,female,European,3,2.4019599993594773e-06
1131,natural killer cell,female,European,2249,0.001800669346186488
1132,"CD4-positive, alpha-beta T cell",female,European,5,4.003266665599129e-06
1133,"CD8-positive, alpha-beta T cell",female,European,4,3.202613332479303e-06
1134,plasmacytoid dendritic cell,female,European,15,1.2009799996797387e-05
1135,memory B cell,female,European,543,0.00043475475988406537
1136,naive B cell,female,European,1388,0.0011113068263703182
1137,gamma-delta T cell,female,European,229,0.0001833496132844401
1138,regulatory T cell,female,European,471,0.0003771077198994379
1139,transitional stage B cell,female,European,414,0.00033147047991160785
1140,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,5192,0.004156992105558135
1141,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,1267,0.0010144277730628193
1142,"central memory CD4-positive, alpha-beta T cell",female,European,5251,0.004204230652212205
1143,"effector memory CD4-positive, alpha-beta T cell",female,European,595,0.00047638873320629636
1144,"central memory CD8-positive, alpha-beta T cell",female,European,333,0.000266617559928902
1145,"effector memory CD8-positive, alpha-beta T cell",female,European,2796,0.002238626719403033
1146,"CD4-positive, alpha-beta cytotoxic T cell",female,European,338,0.00027062082659450113
1147,"CD16-negative, CD56-bright natural killer cell, human",female,European,111,8.887251997630066e-05
1148,mucosal invariant T cell,female,European,109,8.7271213310061e-05
1149,plasmablast,female,European,46,3.6830053323511986e-05
1150,conventional dendritic cell,female,European,58,4.64378933209499e-05
1151,CD14-positive monocyte,female,European,234,0.00018735287995003924
1152,innate lymphoid cell,female,European,13,1.0408493330557734e-05
1153,"CD14-low, CD16-positive monocyte",female,European,157,0.00012570257329981265
1154,double negative thymocyte,female,European,41,3.2826786657912856e-05
1155,hematopoietic precursor cell,female,European,27,2.1617639994235298e-05
1156,erythrocyte,female,European,9,7.205879998078432e-06
1157,platelet,female,European,17,1.3611106663037038e-05
1158,dendritic cell,female,European,5,4.003266665599129e-06
1159,natural killer cell,female,European,2208,0.0017678425595285753
1160,"CD4-positive, alpha-beta T cell",female,European,11,8.807186664318084e-06
1161,"CD8-positive, alpha-beta T cell",female,European,3,2.4019599993594773e-06
1162,plasmacytoid dendritic cell,female,European,31,2.48202533267146e-05
1163,memory B cell,female,European,387,0.0003098528399173726
1164,naive B cell,female,European,978,0.0007830389597911896
1165,gamma-delta T cell,female,European,268,0.0002145750932761133
1166,regulatory T cell,female,European,376,0.0003010456532530545
1167,transitional stage B cell,female,European,359,0.00028743454659001743
1168,"naive thymus-derived CD4-positive, alpha-beta T cell",female,European,4762,0.0038127111723166105
1169,"naive thymus-derived CD8-positive, alpha-beta T cell",female,European,762,0.0006100978398373072
1170,"central memory CD4-positive, alpha-beta T cell",female,European,5218,0.004177809092219251
1171,"effector memory CD4-positive, alpha-beta T cell",female,European,715,0.0005724671331806755
1172,"central memory CD8-positive, alpha-beta T cell",female,European,231,0.00018495091995067976
1173,"effector memory CD8-positive, alpha-beta T cell",female,European,2309,0.0018487085461736778
1174,"CD4-positive, alpha-beta cytotoxic T cell",female,European,458,0.0003666992265688802
1175,"CD16-negative, CD56-bright natural killer cell, human",female,European,155,0.000124101266633573
1176,mucosal invariant T cell,female,European,211,0.00016893785328828324
1177,plasmablast,female,European,44,3.5228746657272335e-05
1178,conventional dendritic cell,female,European,69,5.524507998526798e-05
1179,CD14-positive monocyte,female,European,417,0.00033387243991096733
1180,innate lymphoid cell,female,European,6,4.8039199987189546e-06
1181,"CD14-low, CD16-positive monocyte",female,European,188,0.00015052282662652726
1182,double negative thymocyte,female,European,23,1.8415026661755993e-05
