,dataset_name,cell_type,sex,race,count,percentage
242,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,7,0.0015285010863275578
243,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,635,0.13865688425971417
244,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,28,0.006114004345310231
245,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,255,0.055681111001932466
246,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,362,0.07904534189293942
247,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,1094,0.2388828840631926
248,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,52,0.011354579498433286
249,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,1414,0.3087572194381667
250,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,12,0.002620287576561528
251,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,77,0.016813511949603135
252,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,874,0.19084427849289792
253,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1479,0.3229504438112083
254,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex endothelial cell,unknown,unknown,49,0.010699507604292904
255,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,316,0.06900090618278688
256,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,50,0.010917864902339699
257,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,583,0.12730230476128088
258,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,35,0.00764250543163779
259,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,33,0.007205790835544202
260,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,300,0.06550718941403819
261,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,5492,1.1992182808729925
262,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,76,0.01659515465155634
263,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,157,0.03428209579334665
264,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,7205,1.5732643324271507
265,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,5,0.00109178649023397
266,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,82,0.017905298439837104
267,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,996,0.2174838688546068
268,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,4519,0.986756629873462
269,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,2290,0.5000382125271582
270,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,3365,0.7347723079274617
271,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,78,0.01703186924764993
272,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,22,0.004803860557029467
273,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,2719,0.5937134933892328
274,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,56,0.012228008690620462
275,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,56,0.012228008690620462
276,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,534,0.11660279715698797
277,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1820,0.397410282445165
278,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,449,0.0980424268230105
279,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,2314,0.5052787876802812
280,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,127,0.027731376851942834
281,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,589,0.12861244854956164
282,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,11157,2.4362123743080804
283,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,8,0.0017468583843743516
284,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,390,0.08515934623824964
285,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,3760,0.8210234406559453
286,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,3133,0.6841134147806055
287,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1720,0.3755745526404856
288,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,2195,0.4792942692127128
289,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,22,0.004803860557029467
290,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,63,0.01375650977694802
291,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,846,0.1847302741475877
292,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,1,0.00021835729804679395
293,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,147,0.03209852281287871
294,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,121,0.02642123306366207
295,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,306,0.06681733320231895
296,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,318,0.06943762077888048
297,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,4794,1.0468048868363302
298,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,171,0.037339097966001766
299,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,6814,1.487886628890854
300,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,84,0.018342013035930693
301,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,1543,0.3369253108862031
302,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,788,0.17206555086087366
303,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1842,0.4022141430021945
304,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex endothelial cell,unknown,unknown,37,0.008079220027731378
305,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,8610,1.8800563361828961
306,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,83,0.0181236557378839
307,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,259,0.05655454019411964
308,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,7631,1.6662845413950849
309,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,8,0.0017468583843743516
310,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,131,0.02860480604413001
311,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,4044,0.8830369133012349
312,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,3376,0.7371742382059765
313,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,2724,0.5948052798794669
314,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,5068,1.1066347865011519
315,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,387,0.08450427434410927
316,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,278,0.06070332885700872
317,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,1374,0.3000229275162949
318,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,56,0.012228008690620462
319,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,198,0.043234745013265206
320,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,1565,0.34172917144323256
321,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1505,0.3286277335604249
322,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,1965,0.4290720906619501
323,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,554,0.12096994311792386
324,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,44,0.009607721114058934
325,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,90,0.019652156824211457
326,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,3150,0.687825488847401
327,Second Trimester Human Developing Brain Regions and Cortical Areas,Cajal-Retzius cell,unknown,unknown,2,0.0004367145960935879
328,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,103,0.022490801698819778
329,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,352,0.07686176891247147
330,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,315,0.0687825488847401
331,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,567,0.12380858799253217
332,Second Trimester Human Developing Brain Regions and Cortical Areas,native cell,unknown,unknown,113,0.024674374679287715
333,Second Trimester Human Developing Brain Regions and Cortical Areas,blood vessel endothelial cell,unknown,unknown,35,0.00764250543163779
334,Second Trimester Human Developing Brain Regions and Cortical Areas,microglial cell,unknown,unknown,5,0.00109178649023397
335,Second Trimester Human Developing Brain Regions and Cortical Areas,glutamatergic neuron,unknown,unknown,767,0.16748004760189097
336,Second Trimester Human Developing Brain Regions and Cortical Areas,oligodendrocyte precursor cell,unknown,unknown,43,0.009389363816012141
337,Second Trimester Human Developing Brain Regions and Cortical Areas,cerebral cortex GABAergic interneuron,unknown,unknown,186,0.04061445743670368
338,Second Trimester Human Developing Brain Regions and Cortical Areas,progenitor cell,unknown,unknown,1,0.00021835729804679395
339,Second Trimester Human Developing Brain Regions and Cortical Areas,forebrain radial glial cell,unknown,unknown,155,0.03384538119725307
