,dataset_id,HuBMAP_tissue_block_id
1527,15d6eab3-920f-4eca-b5d0-7db37e33f889,
1528,1dbe8849-c3b0-4b51-ac96-67541db10745,
1529,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1530,468f7150-58cb-41f5-9418-5a30c6af5828,
1531,15d6eab3-920f-4eca-b5d0-7db37e33f889,
1532,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1533,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1534,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1535,0a0f06f9-10e8-4dbc-9077-ee2c8a93a200,
1536,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1537,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1538,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1539,15d6eab3-920f-4eca-b5d0-7db37e33f889,
1540,1dbe8849-c3b0-4b51-ac96-67541db10745,
1541,468f7150-58cb-41f5-9418-5a30c6af5828,
1542,b4c3c03b-99cd-407a-a824-1875e00a04ad,
1543,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1544,13acdaf7-15f3-4e37-ac4d-9611ea9630fd,
1545,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1546,2d066c63-3beb-42bb-9be3-968537d47456,
1547,16a3cf89-566c-447a-b830-8084b56fa7fb,
1548,393259b1-6143-4ed6-b865-9ec4801fa640,
1549,13acdaf7-15f3-4e37-ac4d-9611ea9630fd,
1550,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1551,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1552,393259b1-6143-4ed6-b865-9ec4801fa640,
1553,0a0f06f9-10e8-4dbc-9077-ee2c8a93a200,
1554,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1555,393259b1-6143-4ed6-b865-9ec4801fa640,
1556,13acdaf7-15f3-4e37-ac4d-9611ea9630fd,
1557,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1558,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1559,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1560,13acdaf7-15f3-4e37-ac4d-9611ea9630fd,
1561,2d066c63-3beb-42bb-9be3-968537d47456,
1562,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1563,16a3cf89-566c-447a-b830-8084b56fa7fb,
1564,16a3cf89-566c-447a-b830-8084b56fa7fb,
1565,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1566,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1567,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1568,cc0c34bf-488e-41dc-a03e-1cf1ec3ddeca,
1569,2d066c63-3beb-42bb-9be3-968537d47456,
1570,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1571,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1572,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1573,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1574,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1575,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1576,393259b1-6143-4ed6-b865-9ec4801fa640,
1577,16a3cf89-566c-447a-b830-8084b56fa7fb,
1578,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1579,2d066c63-3beb-42bb-9be3-968537d47456,
1580,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1581,4ab3cedf-ff4c-4e44-82fb-ecc0904d46ad,
1582,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1583,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1584,5564bc1f-e92a-4073-922a-d6e8da2724db,
1585,9da9de93-068f-448b-9979-bea96febcd88,
1586,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1587,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1588,8e4e400f-30f5-429f-bc38-014e76effe1c,
1589,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1590,e96547df-3128-47e9-b141-c66f0efa67d8,
1591,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1592,9da9de93-068f-448b-9979-bea96febcd88,
1593,c5f195e7-a503-42e4-9839-4750da53820b,
1594,9da9de93-068f-448b-9979-bea96febcd88,
1595,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1596,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1597,8e4e400f-30f5-429f-bc38-014e76effe1c,
1598,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1599,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1600,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1601,9da9de93-068f-448b-9979-bea96febcd88,
1602,c5f195e7-a503-42e4-9839-4750da53820b,
1603,9da9de93-068f-448b-9979-bea96febcd88,
1604,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1605,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1606,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1607,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1608,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1609,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1610,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1611,9da9de93-068f-448b-9979-bea96febcd88,
1612,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1613,5564bc1f-e92a-4073-922a-d6e8da2724db,
1614,9da9de93-068f-448b-9979-bea96febcd88,
1615,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1616,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1617,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1618,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1619,e96547df-3128-47e9-b141-c66f0efa67d8,
1620,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1621,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1622,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1623,9da9de93-068f-448b-9979-bea96febcd88,
1624,9da9de93-068f-448b-9979-bea96febcd88,
1625,c5f195e7-a503-42e4-9839-4750da53820b,
1626,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1627,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1628,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1629,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1630,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1631,5564bc1f-e92a-4073-922a-d6e8da2724db,
1632,9da9de93-068f-448b-9979-bea96febcd88,
1633,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1634,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1635,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1636,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1637,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1638,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1639,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1640,e96547df-3128-47e9-b141-c66f0efa67d8,
1641,c8b8d093-b833-464b-8647-7dbf8399c071,
1642,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1643,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1644,9da9de93-068f-448b-9979-bea96febcd88,
1645,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1646,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1647,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1648,8e4e400f-30f5-429f-bc38-014e76effe1c,
1649,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1650,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1651,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1652,c5f195e7-a503-42e4-9839-4750da53820b,
1653,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1654,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1655,5564bc1f-e92a-4073-922a-d6e8da2724db,
1656,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1657,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1658,5564bc1f-e92a-4073-922a-d6e8da2724db,
1659,9da9de93-068f-448b-9979-bea96febcd88,
1660,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1661,e96547df-3128-47e9-b141-c66f0efa67d8,
1662,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1663,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1664,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1665,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1666,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1667,c5f195e7-a503-42e4-9839-4750da53820b,
1668,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1669,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1670,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1671,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1672,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1673,5564bc1f-e92a-4073-922a-d6e8da2724db,
1674,c5f195e7-a503-42e4-9839-4750da53820b,
1675,9da9de93-068f-448b-9979-bea96febcd88,
1676,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1677,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1678,c8b8d093-b833-464b-8647-7dbf8399c071,
1679,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1680,c5f195e7-a503-42e4-9839-4750da53820b,
1681,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1682,5564bc1f-e92a-4073-922a-d6e8da2724db,
1683,5564bc1f-e92a-4073-922a-d6e8da2724db,
1684,5564bc1f-e92a-4073-922a-d6e8da2724db,
1685,c5f195e7-a503-42e4-9839-4750da53820b,
1686,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1687,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1688,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1689,c5f195e7-a503-42e4-9839-4750da53820b,
1690,c5f195e7-a503-42e4-9839-4750da53820b,
1691,5564bc1f-e92a-4073-922a-d6e8da2724db,
1692,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1693,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1694,5564bc1f-e92a-4073-922a-d6e8da2724db,
1695,c5f195e7-a503-42e4-9839-4750da53820b,
1696,5564bc1f-e92a-4073-922a-d6e8da2724db,
1697,c5f195e7-a503-42e4-9839-4750da53820b,
1698,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1699,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1700,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1701,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1702,5564bc1f-e92a-4073-922a-d6e8da2724db,
1703,c5f195e7-a503-42e4-9839-4750da53820b,
1704,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1705,9da9de93-068f-448b-9979-bea96febcd88,
1706,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1707,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1708,e96547df-3128-47e9-b141-c66f0efa67d8,
1709,5564bc1f-e92a-4073-922a-d6e8da2724db,
1710,c5f195e7-a503-42e4-9839-4750da53820b,
1711,ad462d51-5cc4-4244-bf70-44bb6184d06d,
1712,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1713,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1714,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1715,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1716,8c252ce7-6fa8-4971-9986-8899831869ed,
1717,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1718,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1719,4b397d75-9eb9-4527-835d-28929822ce7f,
1720,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1721,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1722,4b397d75-9eb9-4527-835d-28929822ce7f,
1723,4b397d75-9eb9-4527-835d-28929822ce7f,
1724,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1725,4b397d75-9eb9-4527-835d-28929822ce7f,
1726,4b397d75-9eb9-4527-835d-28929822ce7f,
1727,35e1369a-3368-4f3b-8869-9381713a1cf6,
1728,35e1369a-3368-4f3b-8869-9381713a1cf6,
1729,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1730,963bc3c9-d5cc-47c1-aab7-a2334bf8eb7a,
1731,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1732,4b397d75-9eb9-4527-835d-28929822ce7f,
1733,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1734,4b397d75-9eb9-4527-835d-28929822ce7f,
1735,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1736,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1737,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1738,4b397d75-9eb9-4527-835d-28929822ce7f,
1739,35e1369a-3368-4f3b-8869-9381713a1cf6,
1740,4b397d75-9eb9-4527-835d-28929822ce7f,
1741,4b397d75-9eb9-4527-835d-28929822ce7f,
1742,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1743,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1744,963bc3c9-d5cc-47c1-aab7-a2334bf8eb7a,
1745,4b397d75-9eb9-4527-835d-28929822ce7f,
1746,4b397d75-9eb9-4527-835d-28929822ce7f,
1747,a129f68c-ef4d-49f2-bdbd-c983956162a8,
1748,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1749,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1750,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1751,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1752,92b237eb-0132-465c-a4ba-759b2ca0d71f,
1753,4b397d75-9eb9-4527-835d-28929822ce7f,
1754,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1755,4b397d75-9eb9-4527-835d-28929822ce7f,
1756,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1757,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1758,4b397d75-9eb9-4527-835d-28929822ce7f,
1759,35e1369a-3368-4f3b-8869-9381713a1cf6,
1760,4b397d75-9eb9-4527-835d-28929822ce7f,
1761,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1762,4b397d75-9eb9-4527-835d-28929822ce7f,
1763,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1764,4b397d75-9eb9-4527-835d-28929822ce7f,
1765,4b397d75-9eb9-4527-835d-28929822ce7f,
1766,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1767,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1768,92b237eb-0132-465c-a4ba-759b2ca0d71f,
1769,4b397d75-9eb9-4527-835d-28929822ce7f,
1770,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1771,4b397d75-9eb9-4527-835d-28929822ce7f,
1772,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1773,4b397d75-9eb9-4527-835d-28929822ce7f,
1774,4b397d75-9eb9-4527-835d-28929822ce7f,
1775,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1776,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1777,8c252ce7-6fa8-4971-9986-8899831869ed,
1778,4b397d75-9eb9-4527-835d-28929822ce7f,
1779,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1780,4b397d75-9eb9-4527-835d-28929822ce7f,
1781,92b237eb-0132-465c-a4ba-759b2ca0d71f,
1782,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1783,4b397d75-9eb9-4527-835d-28929822ce7f,
1784,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1785,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1786,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1787,4b397d75-9eb9-4527-835d-28929822ce7f,
1788,450678ba-320f-406f-864a-f573877d547d,
1789,4b397d75-9eb9-4527-835d-28929822ce7f,
1790,4b397d75-9eb9-4527-835d-28929822ce7f,
1791,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1792,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1793,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1794,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1795,450678ba-320f-406f-864a-f573877d547d,
1796,4b397d75-9eb9-4527-835d-28929822ce7f,
1797,4b397d75-9eb9-4527-835d-28929822ce7f,
1798,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1799,35e1369a-3368-4f3b-8869-9381713a1cf6,
1800,4b397d75-9eb9-4527-835d-28929822ce7f,
1801,4b397d75-9eb9-4527-835d-28929822ce7f,
1802,4b397d75-9eb9-4527-835d-28929822ce7f,
1803,4b397d75-9eb9-4527-835d-28929822ce7f,
1804,4b397d75-9eb9-4527-835d-28929822ce7f,
1805,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1806,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1807,35e1369a-3368-4f3b-8869-9381713a1cf6,
1808,4b397d75-9eb9-4527-835d-28929822ce7f,
1809,6c823806-b8b6-484d-8f1c-553503d57276,
1810,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1811,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1812,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1813,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1814,4b397d75-9eb9-4527-835d-28929822ce7f,
1815,35e1369a-3368-4f3b-8869-9381713a1cf6,
1816,8c252ce7-6fa8-4971-9986-8899831869ed,
1817,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1818,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1819,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1820,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1821,6c823806-b8b6-484d-8f1c-553503d57276,
1822,4b397d75-9eb9-4527-835d-28929822ce7f,
1823,35e1369a-3368-4f3b-8869-9381713a1cf6,
1824,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1825,4b397d75-9eb9-4527-835d-28929822ce7f,
1826,35e1369a-3368-4f3b-8869-9381713a1cf6,
1827,c192289b-0bb2-4697-8979-7fa8d8596223,
1828,4b397d75-9eb9-4527-835d-28929822ce7f,
1829,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1830,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1831,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1832,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1833,450678ba-320f-406f-864a-f573877d547d,
1834,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1835,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1836,4b397d75-9eb9-4527-835d-28929822ce7f,
1837,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1838,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1839,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1840,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1841,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1842,f75da78d-4e9a-4f38-9d80-175a6aa4552e,
1843,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1844,4b397d75-9eb9-4527-835d-28929822ce7f,
1845,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1846,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1847,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1848,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1849,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1850,450678ba-320f-406f-864a-f573877d547d,
1851,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1852,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1853,c192289b-0bb2-4697-8979-7fa8d8596223,
1854,8c252ce7-6fa8-4971-9986-8899831869ed,
1855,f75da78d-4e9a-4f38-9d80-175a6aa4552e,
1856,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1857,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1858,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1859,f75da78d-4e9a-4f38-9d80-175a6aa4552e,
1860,c192289b-0bb2-4697-8979-7fa8d8596223,
1861,4b397d75-9eb9-4527-835d-28929822ce7f,
1862,4b397d75-9eb9-4527-835d-28929822ce7f,
1863,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1864,5c706271-e86e-4b71-bbdc-1f222620a1bd,
1865,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1866,450678ba-320f-406f-864a-f573877d547d,
1867,450678ba-320f-406f-864a-f573877d547d,
1868,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1869,4b397d75-9eb9-4527-835d-28929822ce7f,
1870,450678ba-320f-406f-864a-f573877d547d,
1871,4b397d75-9eb9-4527-835d-28929822ce7f,
1872,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1873,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1874,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1875,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1876,4b397d75-9eb9-4527-835d-28929822ce7f,
1877,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1878,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1879,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1880,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1881,4b397d75-9eb9-4527-835d-28929822ce7f,
1882,c192289b-0bb2-4697-8979-7fa8d8596223,
1883,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1884,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1885,4b397d75-9eb9-4527-835d-28929822ce7f,
1886,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1887,4b397d75-9eb9-4527-835d-28929822ce7f,
1888,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1889,35e1369a-3368-4f3b-8869-9381713a1cf6,
1890,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1891,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1892,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1893,4b397d75-9eb9-4527-835d-28929822ce7f,
1894,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1895,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1896,4b397d75-9eb9-4527-835d-28929822ce7f,
1897,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1898,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1899,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1900,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1901,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1902,6a8fed21-f31c-4578-b2b0-401f1704f02a,
1903,4b397d75-9eb9-4527-835d-28929822ce7f,
1904,450678ba-320f-406f-864a-f573877d547d,
1905,450678ba-320f-406f-864a-f573877d547d,
1906,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1907,4b397d75-9eb9-4527-835d-28929822ce7f,
1908,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1909,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1910,4b397d75-9eb9-4527-835d-28929822ce7f,
1911,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1912,4b397d75-9eb9-4527-835d-28929822ce7f,
1913,4b397d75-9eb9-4527-835d-28929822ce7f,
1914,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1915,4b397d75-9eb9-4527-835d-28929822ce7f,
1916,4b397d75-9eb9-4527-835d-28929822ce7f,
1917,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1918,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1919,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1920,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1921,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1922,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1923,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1924,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1925,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1926,450678ba-320f-406f-864a-f573877d547d,
1927,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1928,0b504a72-9d51-43f1-ae63-b880ac307bc5,
1929,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1930,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1931,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1932,4b397d75-9eb9-4527-835d-28929822ce7f,
1933,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1934,8c252ce7-6fa8-4971-9986-8899831869ed,
1935,4b397d75-9eb9-4527-835d-28929822ce7f,
1936,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1937,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1938,4b397d75-9eb9-4527-835d-28929822ce7f,
1939,4b397d75-9eb9-4527-835d-28929822ce7f,
1940,4b397d75-9eb9-4527-835d-28929822ce7f,
1941,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1942,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1943,4b397d75-9eb9-4527-835d-28929822ce7f,
1944,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1945,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1946,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1947,450678ba-320f-406f-864a-f573877d547d,
1948,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1949,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1950,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1951,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1952,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1953,4b397d75-9eb9-4527-835d-28929822ce7f,
1954,35e1369a-3368-4f3b-8869-9381713a1cf6,
1955,450678ba-320f-406f-864a-f573877d547d,
1956,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1957,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1958,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1959,35e1369a-3368-4f3b-8869-9381713a1cf6,
1960,4b397d75-9eb9-4527-835d-28929822ce7f,
1961,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1962,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1963,36e76662-60b8-4193-8a70-1bfd4f6938d0,
1964,d084f1e1-42f1-4f65-8e5a-3ae93a05756c,
1965,610f6f26-dfd3-4920-b3cd-a7e14192c843,
1966,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,
1967,5564bc1f-e92a-4073-922a-d6e8da2724db,
1968,ac650ba8-f19d-46a6-8a8f-3e352dae01e6,
1969,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1970,9da9de93-068f-448b-9979-bea96febcd88,
1971,c5f195e7-a503-42e4-9839-4750da53820b,
1972,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1973,6e5762f5-da13-43d6-8bb3-b0726c7eb64a,
1974,c5f195e7-a503-42e4-9839-4750da53820b,
1975,9da9de93-068f-448b-9979-bea96febcd88,
1976,84d834b8-d14a-4caa-9fba-e3a891f4661c,
1977,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
1978,fcfd4c88-e3bd-4f79-b047-459ea13dcc87,
